candidate_label,expected_scenario_code,case_count,evaluated_count,improved_count,mixed_count,worsened_count,insufficient_history_count,worsened_rate,avg_cvar_delta,avg_mdd_delta,avg_stress_loss_delta,avg_return_drag,avg_implementation_cost,avg_recurring_rebalance_cost,avg_total_path_cost,avg_net_cvar_delta,avg_net_mdd_delta,avg_net_stress_loss_delta,avg_cost_adjusted_return_drag,cash_beats_count,cash_mixed_count,cash_lags_count,avg_hedge_vs_cash_cvar_delta,avg_hedge_vs_cash_mdd_delta,avg_hedge_vs_cash_stress_loss_delta,metric_worsened_counts,worst_metric,worst_metric_delta,worst_case_name
TLT + GLD,semiconductor_ai_cycle_shock,3,3,3,0,0,0,0.0,0.004919,0.02967,-0.002968,-0.008312,0.0003,0.0,0.0003,0.004919,0.02967,-0.003291,-0.009215,3,0,0,-0.00035,0.008643,0.013598,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cost_adjusted_return_drag,-0.019277,2024 AI Semiconductor Concentration / Pullback Risk
TLT + GLD,stagflation_reinflation_energy_shock,3,3,3,0,0,0,0.0,0.003948,0.020005,-0.027968,-0.039155,0.0003,0.0,0.0003,0.003948,0.020005,-0.028249,-0.039546,0,0,3,-0.001569,-0.022001,-0.034275,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=3; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cost_adjusted_return_drag,-0.071922,Russia-Ukraine / War-Energy Shock
TLT + GLD,usd_strength_krw_weakness,3,3,3,0,0,0,0.0,0.004188,0.023333,-0.00589,-0.013018,0.0003,0.0,0.0003,0.004128,0.023333,-0.006167,-0.013627,0,0,3,-0.002636,-0.019875,-0.027656,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=3; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cash_net_stress_loss,-0.042234,2022 KRW Weakness / USD Strength
TLT + IAU,acute_global_stress_liquidity_crunch,9,6,6,0,0,3,0.0,0.012347,0.033702,0.012727,0.03003,0.0003,0.0,0.0003,0.012347,0.033702,0.012416,0.028141,3,0,3,0.000115,-0.001939,0.017556,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cost_adjusted_return_drag,-0.182498,2023 US Regional Bank / Credit Stress
TLT + IAU,china_trade_fragmentation_shock,3,3,3,0,0,0,0.0,0.003461,0.01955,-0.175943,-0.070424,0.0003,0.0,0.0003,0.003461,0.01955,-0.176546,-0.07067,3,0,0,0.000498,0.006114,0.041937,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=3; return_drag=3,net_stress_loss,-0.289717,China Slowdown / Property Stress
TLT + IAU,geopolitical_escalation_supply_shock,3,3,3,0,0,0,0.0,0.003239,0.023762,0.001003,0.00482,0.0003,0.0,0.0003,0.003239,0.023762,0.000695,0.00338,3,0,0,-0.000358,0.008643,0.006714,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=3; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=1; return_drag=1,cost_adjusted_return_drag,-0.022614,2024 Middle East / Shipping Supply Shock
TLT + IAU,higher_for_longer_long_rate_shock,3,3,3,0,0,0,0.0,0.004079,0.017669,-0.014692,-0.016551,0.0003,0.0,0.0003,0.004079,0.017669,-0.01496,-0.016853,0,0,3,-0.001599,-0.025675,-0.033907,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=3; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cash_net_stress_loss,-0.0604,2022 Global Rate Shock
TLT + IAU,semiconductor_ai_cycle_shock,3,3,3,0,0,0,0.0,0.004917,0.029714,-0.002749,-0.0077,0.0003,0.0,0.0003,0.004917,0.029714,-0.003073,-0.008604,3,0,0,-0.000352,0.008687,0.013816,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cost_adjusted_return_drag,-0.018613,2024 AI Semiconductor Concentration / Pullback Risk
TLT + IAU,stagflation_reinflation_energy_shock,3,3,3,0,0,0,0.0,0.003948,0.02004,-0.027781,-0.038894,0.0003,0.0,0.0003,0.003948,0.02004,-0.028062,-0.039285,0,0,3,-0.00157,-0.021966,-0.034087,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=3; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cost_adjusted_return_drag,-0.07164,Russia-Ukraine / War-Energy Shock
TLT + IAU,usd_strength_krw_weakness,3,3,3,0,0,0,0.0,0.004179,0.023348,-0.005784,-0.012785,0.0003,0.0,0.0003,0.004119,0.023348,-0.006061,-0.013394,0,0,3,-0.002644,-0.019859,-0.02755,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=3; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cash_net_stress_loss,-0.042118,2022 KRW Weakness / USD Strength
USO,acute_global_stress_liquidity_crunch,9,6,0,0,6,3,1.0,-0.00772,-0.031588,-0.072866,-0.299264,0.0003,0.0,0.0003,-0.00772,-0.031588,-0.073147,-0.300501,0,0,6,-0.019952,-0.067229,-0.068037,net_CVaR=6; net_MDD=6; net_stress_loss=6; cost_adjusted_return_drag=6; cash_net_CVaR=6; cash_net_MDD=6; cash_net_stress_loss=6; CVaR=6; MDD=6; stress_loss=6; return_drag=6,cost_adjusted_return_drag,-0.514008,2023 US Regional Bank / Credit Stress
USO,china_trade_fragmentation_shock,3,3,3,0,0,0,0.0,0.00199,0.005725,-0.204894,-0.082222,0.0003,0.0,0.0003,0.00199,0.005725,-0.205487,-0.082466,0,0,3,-0.000973,-0.007711,0.012987,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=3; return_drag=3,net_stress_loss,-0.313343,China Slowdown / Property Stress
USO,geopolitical_escalation_supply_shock,3,3,3,0,0,0,0.0,0.002044,0.014449,-0.005216,-0.024193,0.0003,0.0,0.0003,0.002044,0.014449,-0.005523,-0.025604,2,0,1,-0.001552,-0.000671,0.000495,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=1; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cost_adjusted_return_drag,-0.038292,2024 Middle East / Shipping Supply Shock
USO,higher_for_longer_long_rate_shock,3,3,2,0,1,0,0.3333,-0.000869,-0.029749,0.104366,0.118912,0.0003,0.0,0.0003,-0.000869,-0.029749,0.104059,0.118558,0,0,3,-0.006547,-0.073093,0.085152,net_CVaR=1; net_MDD=3; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=0; CVaR=1; MDD=3; stress_loss=0; return_drag=0,cash_net_MDD,-0.110352,2022 Global Rate Shock
USO,semiconductor_ai_cycle_shock,3,3,3,0,0,0,0.0,0.003936,0.003113,-0.032414,-0.08873,0.0003,0.0,0.0003,0.003936,0.003113,-0.032726,-0.089561,0,0,3,-0.001333,-0.017914,-0.015849,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=3; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cost_adjusted_return_drag,-0.133301,2024 AI Semiconductor Concentration / Pullback Risk
USO,stagflation_reinflation_energy_shock,3,3,3,0,0,0,0.0,0.001498,-0.021494,0.055628,0.079676,0.0003,0.0,0.0003,0.001498,-0.021494,0.055318,0.079226,0,0,3,-0.00402,-0.0635,0.049321,net_CVaR=0; net_MDD=3; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=0; CVaR=0; MDD=3; stress_loss=0; return_drag=0,cash_net_MDD,-0.098234,Russia-Ukraine / War-Energy Shock
USO,usd_strength_krw_weakness,3,3,2,0,1,0,0.3333,0.003081,0.003503,-0.027855,-0.060069,0.0003,0.0,0.0003,0.003021,0.003383,-0.028122,-0.060627,0,0,3,-0.003743,-0.039705,-0.049621,net_CVaR=0; net_MDD=1; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=3; CVaR=0; MDD=1; stress_loss=3; return_drag=3,cost_adjusted_return_drag,-0.090099,2022 KRW Weakness / USD Strength
XLE,acute_global_stress_liquidity_crunch,9,6,0,0,6,3,1.0,-0.005165,-0.029009,-0.050247,-0.244341,0.0003,0.0,0.0003,-0.005165,-0.029009,-0.050537,-0.245696,0,0,6,-0.017397,-0.064649,-0.045419,net_CVaR=6; net_MDD=6; net_stress_loss=6; cost_adjusted_return_drag=6; cash_net_CVaR=6; cash_net_MDD=6; cash_net_stress_loss=6; CVaR=6; MDD=6; stress_loss=6; return_drag=6,cost_adjusted_return_drag,-0.48492,2023 US Regional Bank / Credit Stress
XLE,china_trade_fragmentation_shock,3,3,3,0,0,0,0.0,0.002693,0.011369,-0.204792,-0.082176,0.0003,0.0,0.0003,0.002693,0.011369,-0.205385,-0.08242,0,0,3,-0.00027,-0.002067,0.013089,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=3; return_drag=3,net_stress_loss,-0.312571,China Slowdown / Property Stress
XLE,geopolitical_escalation_supply_shock,3,3,3,0,0,0,0.0,0.001637,0.01761,0.010551,0.050391,0.0003,0.0,0.0003,0.001637,0.01761,0.010238,0.048869,3,0,0,-0.00196,0.00249,0.016262,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=3; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,-0.003768,2024 Middle East / Shipping Supply Shock
XLE,higher_for_longer_long_rate_shock,3,3,2,0,1,0,0.3333,-0.000293,-0.005949,0.148878,0.170265,0.0003,0.0,0.0003,-0.000293,-0.005949,0.148554,0.169891,0,0,3,-0.005971,-0.049292,0.129663,net_CVaR=1; net_MDD=3; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=0; CVaR=1; MDD=3; stress_loss=0; return_drag=0,cash_net_MDD,-0.075303,2022 Global Rate Shock
XLE,semiconductor_ai_cycle_shock,3,3,3,0,0,0,0.0,0.00346,0.010749,-0.024393,-0.06721,0.0003,0.0,0.0003,0.00346,0.010749,-0.024708,-0.06806,0,0,3,-0.001809,-0.010278,-0.007827,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=3; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cost_adjusted_return_drag,-0.101493,2024 AI Semiconductor Concentration / Pullback Risk
XLE,stagflation_reinflation_energy_shock,3,3,2,0,1,0,0.3333,-9.4e-05,-0.002085,0.091487,0.1322,0.0003,0.0,0.0003,-9.4e-05,-0.002085,0.091163,0.13172,0,0,3,-0.005612,-0.044091,0.08518,net_CVaR=1; net_MDD=3; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=0; CVaR=1; MDD=3; stress_loss=0; return_drag=0,cash_net_MDD,-0.068123,Russia-Ukraine / War-Energy Shock
XLE,usd_strength_krw_weakness,3,3,3,0,0,0,0.0,-7.3e-05,0.016394,0.017627,0.040002,0.0003,0.0,0.0003,-0.000133,0.016394,0.01734,0.039337,0,0,3,-0.006897,-0.026813,-0.004139,net_CVaR=1; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=3; CVaR=1; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.04051,2022 KRW Weakness / USD Strength
XLP,acute_global_stress_liquidity_crunch,9,6,6,0,0,3,0.0,0.002864,0.013065,-0.009962,-0.084383,0.0003,0.0,0.0003,0.002864,0.013065,-0.010266,-0.086049,0,0,6,-0.009368,-0.022575,-0.005134,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=6; cash_net_MDD=6; cash_net_stress_loss=3; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cost_adjusted_return_drag,-0.294255,2023 US Regional Bank / Credit Stress
XLP,china_trade_fragmentation_shock,3,3,3,0,0,0,0.0,0.003243,0.015619,-0.186839,-0.0748,0.0003,0.0,0.0003,0.003243,0.015619,-0.187438,-0.075045,3,0,0,0.00028,0.002183,0.031042,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=3; return_drag=3,net_stress_loss,-0.286108,China Slowdown / Property Stress
XLP,geopolitical_escalation_supply_shock,3,3,3,0,0,0,0.0,0.004109,0.01203,0.00541,0.025593,0.0003,0.0,0.0003,0.004109,0.01203,0.0051,0.024112,3,0,0,0.000512,-0.00309,0.011121,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=0; cash_net_MDD=3; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.004677,2024 Middle East / Shipping Supply Shock
XLP,higher_for_longer_long_rate_shock,3,3,3,0,0,0,0.0,0.001994,0.028546,0.017746,0.020063,0.0003,0.0,0.0003,0.001994,0.028546,0.017467,0.019748,0,0,3,-0.003684,-0.014798,-0.001469,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=3; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.025297,2022 Global Rate Shock
XLP,semiconductor_ai_cycle_shock,3,3,3,0,0,0,0.0,0.005079,0.023937,0.000193,0.000544,0.0003,0.0,0.0003,0.005079,0.023937,-0.000131,-0.000369,3,0,0,-0.00019,0.002909,0.016759,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cost_adjusted_return_drag,-0.000555,2024 AI Semiconductor Concentration / Pullback Risk
XLP,stagflation_reinflation_energy_shock,3,3,3,0,0,0,0.0,0.001851,0.025778,-0.003226,-0.004552,0.0003,0.0,0.0003,0.001851,0.025778,-0.003517,-0.004962,0,0,3,-0.003667,-0.016228,-0.009533,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=3; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cash_net_MDD,-0.027354,Russia-Ukraine / War-Energy Shock
XLP,usd_strength_krw_weakness,3,3,3,0,0,0,0.0,0.003264,0.016609,0.018009,0.040886,0.0003,0.0,0.0003,0.003204,0.016609,0.017724,0.040226,0,0,3,-0.003559,-0.026598,-0.003757,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=3; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.040121,2022 KRW Weakness / USD Strength
XLU,acute_global_stress_liquidity_crunch,9,6,1,0,5,3,0.8333,-6e-05,-0.00027,-0.019427,-0.125074,0.0003,0.0,0.0003,-8.5e-05,-0.00032,-0.019729,-0.126662,0,0,6,-0.012292,-0.03591,-0.014599,net_CVaR=3; net_MDD=3; net_stress_loss=6; cost_adjusted_return_drag=6; cash_net_CVaR=6; cash_net_MDD=6; cash_net_stress_loss=6; CVaR=3; MDD=3; stress_loss=6; return_drag=6,cost_adjusted_return_drag,-0.334168,2023 US Regional Bank / Credit Stress
XLU,china_trade_fragmentation_shock,3,3,3,0,0,0,0.0,0.003923,0.0197,-0.17129,-0.068433,0.0003,0.0,0.0003,0.003923,0.0197,-0.171897,-0.068681,3,0,0,0.000959,0.006263,0.04659,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=3; return_drag=3,net_stress_loss,-0.261352,China Slowdown / Property Stress
XLU,geopolitical_escalation_supply_shock,3,3,3,0,0,0,0.0,0.003544,0.023588,0.028542,0.140939,0.0003,0.0,0.0003,0.003544,0.023588,0.028225,0.139291,3,0,0,-5.2e-05,0.008468,0.034253,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,-0.000741,2024 Middle East / Shipping Supply Shock
XLU,higher_for_longer_long_rate_shock,3,3,3,0,0,0,0.0,0.001915,0.014184,0.015272,0.017262,0.0003,0.0,0.0003,0.001915,0.014184,0.014993,0.016947,0,0,3,-0.003763,-0.02916,-0.003943,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=3; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.051413,2022 Global Rate Shock
XLU,semiconductor_ai_cycle_shock,3,3,3,0,0,0,0.0,0.005791,0.031625,0.016879,0.048082,0.0003,0.0,0.0003,0.005791,0.031625,0.016549,0.047128,3,0,0,0.000523,0.010598,0.033445,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,0.000415,2024 AI Semiconductor Concentration / Pullback Risk
XLU,stagflation_reinflation_energy_shock,3,3,3,0,0,0,0.0,0.002144,0.012258,-0.00113,-0.001596,0.0003,0.0,0.0003,0.002144,0.012258,-0.001422,-0.002007,0,0,3,-0.003374,-0.029748,-0.007437,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=3; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cash_net_MDD,-0.050317,Russia-Ukraine / War-Energy Shock
XLU,usd_strength_krw_weakness,3,3,3,0,0,0,0.0,0.002566,0.000978,0.00205,0.004573,0.0003,0.0,0.0003,0.002506,0.000978,0.001769,0.003945,0,0,3,-0.004258,-0.04223,-0.019716,net_CVaR=0; net_MDD=1; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=3; CVaR=0; MDD=1; stress_loss=0; return_drag=0,cash_net_MDD,-0.065113,2022 KRW Weakness / USD Strength
XLV,acute_global_stress_liquidity_crunch,9,6,6,0,0,3,0.0,0.002079,0.008125,-0.009423,-0.082303,0.0003,0.0,0.0003,0.002079,0.008125,-0.009728,-0.083975,0,0,6,-0.010153,-0.027516,-0.004595,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=6; cash_net_MDD=6; cash_net_stress_loss=3; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cost_adjusted_return_drag,-0.29416,2023 US Regional Bank / Credit Stress
XLV,china_trade_fragmentation_shock,3,3,3,0,0,0,0.0,0.003026,0.015959,-0.206481,-0.082874,0.0003,0.0,0.0003,0.003026,0.015959,-0.207075,-0.083118,3,0,0,6.3e-05,0.002523,0.011399,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=3; return_drag=3,net_stress_loss,-0.315456,China Slowdown / Property Stress
XLV,geopolitical_escalation_supply_shock,3,3,3,0,0,0,0.0,0.002676,0.008338,-0.010331,-0.047464,0.0003,0.0,0.0003,0.002676,0.008338,-0.010636,-0.048836,0,0,3,-0.000921,-0.006781,-0.00462,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=3; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cost_adjusted_return_drag,-0.072834,2024 Middle East / Shipping Supply Shock
XLV,higher_for_longer_long_rate_shock,3,3,3,0,0,0,0.0,0.002137,0.026636,0.023946,0.02709,0.0003,0.0,0.0003,0.002137,0.026636,0.023665,0.026771,0,0,3,-0.003541,-0.016708,0.004732,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.025408,2022 Global Rate Shock
XLV,semiconductor_ai_cycle_shock,3,3,3,0,0,0,0.0,0.005167,0.023424,-0.006784,-0.018962,0.0003,0.0,0.0003,0.005167,0.023424,-0.007107,-0.019858,3,0,0,-0.000102,0.002396,0.009781,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cost_adjusted_return_drag,-0.029736,2024 AI Semiconductor Concentration / Pullback Risk
XLV,stagflation_reinflation_energy_shock,3,3,3,0,0,0,0.0,0.001915,0.026736,0.010211,0.014458,0.0003,0.0,0.0003,0.001915,0.026736,0.009916,0.014039,0,0,3,-0.003602,-0.01527,0.003905,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.02338,Russia-Ukraine / War-Energy Shock
XLV,usd_strength_krw_weakness,3,3,3,0,0,0,0.0,0.002552,0.023056,0.027849,0.063918,0.0003,0.0,0.0003,0.002492,0.023056,0.027559,0.063233,0,0,3,-0.004272,-0.020151,0.006083,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.03048,2022 KRW Weakness / USD Strength
