candidate_combo,candidate_bucket_combo,risk_bucket_match,status,message,hedge_budget_pct,hedge_budget_krw,hedge_invested_krw,hedge_cash_left_krw,hedge_share_counts,combo_size,allocation_method,allocation_weights,allocation_objective_reason,base_vol_annual,proposed_vol_annual,base_mdd,proposed_mdd,base_cvar_95,proposed_cvar_95,base_annual_return_krw,proposed_annual_return_krw,base_sharpe_krw_proxy,proposed_sharpe_krw_proxy,base_stress_avg_ret_krw,proposed_stress_avg_ret_krw,base_corr_sp500_krw,proposed_corr_sp500_krw,base_beta_sp500_krw,proposed_beta_sp500_krw,base_downside_beta_sp500_krw,proposed_downside_beta_sp500_krw,base_corr_kospi200_krw,proposed_corr_kospi200_krw,vol_improve_pct,mdd_improve_pct,cvar_improve_pct,stress_improve,corr_improve,beta_improve,exposure_improve,sharpe_improve,sharpe_improve_pct,annual_return_improve,annual_return_improve_pct,downside_beta_improve,kospi_corr_improve,combo_min_adv_60,score_component_cvar,score_component_mdd,score_component_stress,score_component_exposure,score_component_sharpe,score_component_liquidity,score_component_scenario,score_component_concentration,recommendation_status,gate_fail_reasons,reference_reason,dq_warning_reasons,dq_blocking_reasons,dq_penalty,recommendation_confidence_score,base_scenario_vulnerability,proposed_scenario_vulnerability,base_gate_vulnerability,proposed_gate_vulnerability,scenario_vulnerability_delta,gate_vulnerability_delta,scenario_score_component,scenario_vulnerability_reduction,adverse_scenario_penalty,factor_concentration_penalty,recommended_role,candidate_role,candidate_role_reason_ko,scenario_reason_ko,final_score,recommendation_reason,weights_snapshot,backtest_gate_status,backtest_total_evaluated_count,backtest_total_worsened_count,backtest_target_evaluated_count,backtest_target_improved_count,backtest_target_mixed_count,backtest_target_worsened_count,backtest_target_insufficient_history_count,backtest_target_beats_cash_count,backtest_target_mixed_cash_count,backtest_target_lags_cash_count,backtest_target_bootstrap_count,backtest_target_bootstrap_robust_count,backtest_target_bootstrap_uncertain_count,backtest_target_bootstrap_min_p_improve,backtest_target_bootstrap_avg_p_improve,backtest_target_avg_cash_net_stress_delta,backtest_target_min_cash_net_stress_delta,backtest_target_avg_cash_net_mdd_delta,backtest_target_min_cash_net_mdd_delta,backtest_target_avg_cash_net_cvar_delta,backtest_target_min_cash_net_cvar_delta,backtest_target_max_turnover,backtest_context_worsened_count,backtest_evaluated_count,backtest_improved_count,backtest_mixed_count,backtest_worsened_count,backtest_insufficient_history_count,backtest_reason,liquidity_order_notional_krw,liquidity_adv_usage_pct,liquidity_capacity_status,formal_gate_blockers,formal_gate_blocker_count,formal_gate_blocker_summary,user_recommendation_label,active_adverse_scenarios
TLT + GLD,bond|gold,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock,PASS,PASS,20.0,,,,,2,grid_scenario_risk,"{""TLT"": 6.0, ""GLD"": 14.0}",max grid objective: status + CVaR/MDD + scenario + Sharpe,0.21748,0.177944,-0.293939,-0.23599,-0.029725,-0.024098,0.381285,0.334016,1.615249,1.708495,-0.000914,-0.000549,0.279977,0.429553,0.76943,0.641967,0.750579,0.613512,0.338346,0.299301,18.179374,19.714645,18.927818,0.000364,-0.149576,0.127463,0.127463,0.093246,5.772864,-0.047269,-12.397247,0.137067,0.039045,4175625624321.1646,0.511508,0.485235,0.604755,0.482787,0.906941,1.0,0.559022,0.5,REFERENCE_ONLY,,annual return drag soft warning,DQ WARN non-blocking - TLT: fx_missing_warn; DQ WARN non-blocking - GLD: fx_missing_warn,,0.1,0.9,0.341908,0.282886,0.355571,0.306146,-0.059022,-0.049425,0.559022,0.059022,0.0,0.0,scenario_vulnerability_reducer,hedge_candidate,TLT: 기본 포트폴리오 개선 후보 | GLD: 기본 포트폴리오 개선 후보,"장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.",0.559066,"유동성 양호, Sharpe 개선, Return drag control / 장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""TLT"": 6.0, ""GLD"": 14.0}",REFERENCE_ONLY_CASH_BASELINE,8,0,2,2,0,0,0,0,0,2,2,0,2,0.27,0.355,-0.028452,-0.028452,-0.021808,-0.022709,-0.001526,-0.001579,0.2,0,2,2,0,0,0,target-scenario hedge did not beat cash-only de-risking in 2 stress case,,,OK_ADV_FLOOR_NO_ORDER_SIZE,cash_baseline_lag|bootstrap_not_robust|return_drag_reference|reference_only,4,Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; Pre-backtest scoring kept the candidate reference-only because of return drag.; Candidate remains reference-only after formal gate checks.,참고용 후보,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock
TLT + IAU,bond|gold,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock,PASS,PASS,20.0,,,,,2,grid_scenario_risk,"{""TLT"": 6.0, ""IAU"": 14.0}",max grid objective: status + CVaR/MDD + scenario + Sharpe,0.21748,0.177903,-0.293939,-0.235886,-0.029725,-0.024112,0.381285,0.334391,1.615249,1.710996,-0.000914,-0.000546,0.279977,0.42944,0.76943,0.64191,0.750579,0.613585,0.338346,0.299466,18.19833,19.750264,18.881503,0.000368,-0.149463,0.127519,0.127519,0.095747,5.927689,-0.046894,-12.299035,0.136994,0.03888,1268387351300.059,0.50913,0.486718,0.610506,0.483162,0.926711,0.291268,0.55905,0.5,REFERENCE_ONLY,,annual return drag soft warning,DQ WARN non-blocking - TLT: fx_missing_warn; DQ WARN non-blocking - IAU: fx_missing_warn,,0.1,0.9,0.341908,0.282858,0.355571,0.306082,-0.05905,-0.049489,0.55905,0.05905,0.0,0.0,scenario_vulnerability_reducer,hedge_candidate,TLT: 기본 포트폴리오 개선 후보 | IAU: 기본 포트폴리오 개선 후보,"장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.",0.542079,"Sharpe 개선, Return drag control, Stress 방어 / 장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""TLT"": 6.0, ""IAU"": 14.0}",REFERENCE_ONLY_CASH_BASELINE,8,0,2,2,0,0,0,0,0,2,2,0,2,0.275,0.335,-0.028148,-0.028213,-0.021836,-0.022732,-0.001522,-0.001569,0.2,0,2,2,0,0,0,target-scenario hedge did not beat cash-only de-risking in 2 stress case,,,OK_ADV_FLOOR_NO_ORDER_SIZE,cash_baseline_lag|bootstrap_not_robust|return_drag_reference|reference_only,4,Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; Pre-backtest scoring kept the candidate reference-only because of return drag.; Candidate remains reference-only after formal gate checks.,참고용 후보,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock
TLT + DBC,bond|commodity_energy,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock,FAIL,FAIL: 연환산 수익률 훼손 하드 게이트,20.0,,,,,2,grid_scenario_risk,"{""TLT"": 16.0, ""DBC"": 4.0}",max grid objective: status + CVaR/MDD + scenario + Sharpe,0.21748,0.176164,-0.293939,-0.239994,-0.029725,-0.023996,0.381285,0.316597,1.615249,1.62688,-0.000914,-0.000659,0.279977,0.385653,0.76943,0.634848,0.750579,0.60165,0.338346,0.249618,18.997851,18.352563,19.270777,0.000255,-0.105676,0.134582,0.134582,0.011631,0.720059,-0.064688,-16.965705,0.148929,0.088728,73595336412.57709,0.529117,0.428509,0.406109,0.529945,0.261757,0.0,0.543168,0.5,FAIL_GATE,연환산 수익률 훼손 하드 게이트,,DQ WARN non-blocking - TLT: fx_missing_warn; DQ WARN non-blocking - DBC: fx_missing_warn,,0.1,0.9,0.341908,0.298741,0.355571,0.336984,-0.043168,-0.018587,0.543168,0.043168,0.0,0.0,scenario_vulnerability_reducer,hedge_candidate,TLT: 기본 포트폴리오 개선 후보 | DBC: 기본 포트폴리오 개선 후보,"장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.",0.474475,"현재 장세 취약도 개선, Downside beta reduction, 노출(beta/corr) 감소 / 장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""TLT"": 16.0, ""DBC"": 4.0}",REFERENCE_ONLY_CASH_BASELINE,8,0,2,2,0,0,0,0,0,2,2,0,2,0.165,0.26,-0.037418,-0.039099,-0.025355,-0.026362,-0.001284,-0.001312,0.2,0,2,2,0,0,0,target-scenario hedge did not beat cash-only de-risking in 2 stress case,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,fail_gate|cash_baseline_lag|bootstrap_not_robust|liquidity_below_formal,4,Candidate failed a hard gate.; Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; 60-day ADV evidence is missing or below the formal threshold.,기준 미통과,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock
IEF + GLD,bond|gold,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock,PASS,PASS,20.0,,,,,2,grid_scenario_risk,"{""IEF"": 6.0, ""GLD"": 14.0}",max grid objective: status + CVaR/MDD + scenario + Sharpe,0.21748,0.178347,-0.293939,-0.236491,-0.029725,-0.024142,0.381285,0.333656,1.615249,1.702615,-0.000914,-0.000572,0.279977,0.423372,0.76943,0.646611,0.750579,0.62042,0.338346,0.30186,17.994154,19.544221,18.78228,0.000342,-0.143395,0.122819,0.122819,0.087366,5.408849,-0.047629,-12.491776,0.130159,0.036486,1378840058167.9148,0.504035,0.478137,0.56372,0.452028,0.860461,0.318195,0.557646,0.5,REFERENCE_ONLY,,annual return drag soft warning,DQ WARN non-blocking - IEF: fx_missing_warn; DQ WARN non-blocking - GLD: fx_missing_warn,,0.1,0.9,0.341908,0.284262,0.355571,0.309336,-0.057646,-0.046235,0.557646,0.057646,0.0,0.0,scenario_vulnerability_reducer,hedge_candidate,IEF: 기본 포트폴리오 개선 후보 | GLD: 기본 포트폴리오 개선 후보,"장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.",0.527357,"Sharpe 개선, Return drag control, Stress 방어 / 장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""IEF"": 6.0, ""GLD"": 14.0}",REFERENCE_ONLY_CASH_BASELINE,8,0,2,2,0,0,0,0,0,2,2,0,2,0.33,0.41,-0.020329,-0.020408,-0.019926,-0.020787,-0.001376,-0.001507,0.2,0,2,2,0,0,0,target-scenario hedge did not beat cash-only de-risking in 2 stress case,,,OK_ADV_FLOOR_NO_ORDER_SIZE,cash_baseline_lag|bootstrap_not_robust|return_drag_reference|reference_only,4,Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; Pre-backtest scoring kept the candidate reference-only because of return drag.; Candidate remains reference-only after formal gate checks.,참고용 후보,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock
IEF + IAU,bond|gold,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock,PASS,PASS,20.0,,,,,2,grid_scenario_risk,"{""IEF"": 6.0, ""IAU"": 14.0}",max grid objective: status + CVaR/MDD + scenario + Sharpe,0.21748,0.178305,-0.293939,-0.236385,-0.029725,-0.024154,0.381285,0.33403,1.615249,1.705109,-0.000914,-0.000569,0.279977,0.423264,0.76943,0.646554,0.750579,0.620493,0.338346,0.302025,18.013127,19.580517,18.740097,0.000345,-0.143287,0.122876,0.122876,0.08986,5.563249,-0.047255,-12.393574,0.130086,0.036321,1268387351300.059,0.501869,0.479649,0.569471,0.452402,0.880176,0.291268,0.557673,0.5,REFERENCE_ONLY,,annual return drag soft warning,DQ WARN non-blocking - IEF: fx_missing_warn; DQ WARN non-blocking - IAU: fx_missing_warn,,0.1,0.9,0.341908,0.284235,0.355571,0.309272,-0.057673,-0.046299,0.557673,0.057673,0.0,0.0,scenario_vulnerability_reducer,hedge_candidate,IEF: 기본 포트폴리오 개선 후보 | IAU: 기본 포트폴리오 개선 후보,"장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.",0.528135,"Sharpe 개선, Return drag control, Stress 방어 / 장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""IEF"": 6.0, ""IAU"": 14.0}",REFERENCE_ONLY_CASH_BASELINE,8,0,2,2,0,0,0,0,0,2,2,0,2,0.36,0.425,-0.020026,-0.020039,-0.019954,-0.020811,-0.001372,-0.001498,0.2,0,2,2,0,0,0,target-scenario hedge did not beat cash-only de-risking in 2 stress case,,,OK_ADV_FLOOR_NO_ORDER_SIZE,cash_baseline_lag|bootstrap_not_robust|return_drag_reference|reference_only,4,Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; Pre-backtest scoring kept the candidate reference-only because of return drag.; Candidate remains reference-only after formal gate checks.,참고용 후보,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock
IEF + DBC,bond|commodity_energy,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock,FAIL,FAIL: 연환산 수익률 훼손 하드 게이트,20.0,,,,,2,grid_scenario_risk,"{""IEF"": 16.0, ""DBC"": 4.0}",max grid objective: status + CVaR/MDD + scenario + Sharpe,0.21748,0.176826,-0.293939,-0.242501,-0.029725,-0.024109,0.381285,0.315747,1.615249,1.61598,-0.000914,-0.00072,0.279977,0.369011,0.76943,0.647231,0.750579,0.620072,0.338346,0.25655,18.693457,17.49958,18.892183,0.000194,-0.089035,0.122199,0.122199,0.000731,0.045248,-0.065538,-17.188737,0.130507,0.081796,73595336412.57709,0.509678,0.392985,0.296682,0.447919,0.175592,0.0,0.539497,0.5,FAIL_GATE,연환산 수익률 훼손 하드 게이트,,DQ WARN non-blocking - IEF: fx_missing_warn; DQ WARN non-blocking - DBC: fx_missing_warn,,0.1,0.9,0.341908,0.302412,0.355571,0.34549,-0.039497,-0.010081,0.539497,0.039497,0.0,0.0,scenario_vulnerability_reducer,hedge_candidate,IEF: 기본 포트폴리오 개선 후보 | DBC: 기본 포트폴리오 개선 후보,"장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.",0.43712,"현재 장세 취약도 개선, CVaR 개선, factor 집중 완화 / 장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""IEF"": 16.0, ""DBC"": 4.0}",REFERENCE_ONLY_CASH_BASELINE,8,0,2,2,0,0,0,0,0,2,2,0,2,0.4,0.4925,-0.015759,-0.01723,-0.020316,-0.021225,-0.000736,-0.000756,0.2,0,2,2,0,0,0,target-scenario hedge did not beat cash-only de-risking in 2 stress case,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,fail_gate|cash_baseline_lag|bootstrap_not_robust|liquidity_below_formal,4,Candidate failed a hard gate.; Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; 60-day ADV evidence is missing or below the formal threshold.,기준 미통과,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock
GLD + SHY,bond|gold,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock,PASS,PASS,20.0,,,,,2,grid_scenario_risk,"{""GLD"": 14.0, ""SHY"": 6.0}",max grid objective: status + CVaR/MDD + scenario + Sharpe,0.21748,0.178657,-0.293939,-0.237074,-0.029725,-0.02419,0.381285,0.33355,1.615249,1.699061,-0.000914,-0.000585,0.279977,0.418726,0.76943,0.649485,0.750579,0.624724,0.338346,0.302698,17.851262,19.345816,18.619904,0.000328,-0.138749,0.119945,0.119945,0.083812,5.188794,-0.047735,-12.519554,0.125855,0.035648,598507121135.5558,0.495698,0.469874,0.539537,0.432987,0.832363,0.127964,0.556705,0.5,REFERENCE_ONLY,,annual return drag soft warning,DQ WARN non-blocking - GLD: fx_missing_warn; DQ WARN non-blocking - SHY: fx_missing_warn,,0.1,0.9,0.341908,0.285203,0.355571,0.311516,-0.056705,-0.044055,0.556705,0.056705,0.0,0.0,scenario_vulnerability_reducer,hedge_candidate,GLD: 기본 포트폴리오 개선 후보 | SHY: 기본 포트폴리오 개선 후보,"장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.",0.512838,"Sharpe 개선, Return drag control, 현재 장세 취약도 개선 / 장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""GLD"": 14.0, ""SHY"": 6.0}",REFERENCE_ONLY_CASH_BASELINE,8,0,2,2,0,0,0,0,0,2,2,0,2,0.405,0.47,-0.014164,-0.014408,-0.016912,-0.017709,-0.001156,-0.001288,0.2,0,2,2,0,0,0,target-scenario hedge did not beat cash-only de-risking in 2 stress case,,,OK_ADV_FLOOR_NO_ORDER_SIZE,cash_baseline_lag|bootstrap_not_robust|return_drag_reference|reference_only,4,Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; Pre-backtest scoring kept the candidate reference-only because of return drag.; Candidate remains reference-only after formal gate checks.,참고용 후보,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock
GLD + DBC,commodity_energy|gold,stagflation_reinflation_energy_shock,PASS,PASS,20.0,,,,,2,grid_scenario_risk,"{""GLD"": 16.0, ""DBC"": 4.0}",max grid objective: status + CVaR/MDD + scenario + Sharpe,0.21748,0.181399,-0.293939,-0.248594,-0.029725,-0.024684,0.381285,0.341174,1.615249,1.715417,-0.000914,-0.000719,0.279977,0.401034,0.76943,0.660271,0.750579,0.644596,0.338346,0.311032,16.590872,15.426828,16.95856,0.000194,-0.121058,0.109158,0.109158,0.100168,6.201409,-0.040111,-10.519923,0.105983,0.027314,73595336412.57709,0.410395,0.306662,0.297587,0.361537,0.961662,0.0,0.56223,0.5,REFERENCE_ONLY,,annual return drag soft warning,DQ WARN non-blocking - GLD: fx_missing_warn; DQ WARN non-blocking - DBC: fx_missing_warn,,0.1,0.9,0.341908,0.279678,0.355571,0.292809,-0.06223,-0.062762,0.56223,0.06223,0.0,0.0,scenario_vulnerability_reducer,hedge_candidate,GLD: 기본 포트폴리오 개선 후보 | DBC: 기본 포트폴리오 개선 후보,"장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.",0.449953,"Sharpe 개선, Return drag control, 현재 장세 취약도 개선 / 장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""GLD"": 16.0, ""DBC"": 4.0}",VALIDATION_THIN,8,0,1,1,0,0,0,0,0,1,1,0,1,0.47,0.47,-0.00653,-0.00653,-0.024857,-0.024857,-0.001075,-0.001075,0.2,0,1,1,0,0,0,target-scenario backtest has only 1 evaluated stress case; 표본 부족,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,validation_thin|cash_baseline_lag|bootstrap_not_robust|liquidity_below_formal|return_drag_reference|reference_only,6,Target stress validation sample is too small for formal use.; Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; 60-day ADV evidence is missing or below the formal threshold.; Pre-backtest scoring kept the candidate reference-only because of return drag.; Candidate remains reference-only after formal gate checks.,참고용 후보,stagflation_reinflation_energy_shock
SHY + IAU,bond|gold,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock,PASS,PASS,20.0,,,,,2,grid_scenario_risk,"{""SHY"": 6.0, ""IAU"": 14.0}",max grid objective: status + CVaR/MDD + scenario + Sharpe,0.21748,0.178616,-0.293939,-0.236967,-0.029725,-0.024201,0.381285,0.333924,1.615249,1.701551,-0.000914,-0.000582,0.279977,0.418617,0.76943,0.649428,0.750579,0.624797,0.338346,0.302861,17.870274,19.382288,18.58114,0.000332,-0.13864,0.120001,0.120001,0.086302,5.342932,-0.047361,-12.421347,0.125782,0.035485,598507121135.5558,0.493707,0.471393,0.545288,0.433362,0.852044,0.127964,0.556733,0.5,REFERENCE_ONLY,,annual return drag soft warning,DQ WARN non-blocking - SHY: fx_missing_warn; DQ WARN non-blocking - IAU: fx_missing_warn,,0.1,0.9,0.341908,0.285175,0.355571,0.311452,-0.056733,-0.044119,0.556733,0.056733,0.0,0.0,scenario_vulnerability_reducer,hedge_candidate,SHY: 기본 포트폴리오 개선 후보 | IAU: 기본 포트폴리오 개선 후보,"장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.",0.514346,"Sharpe 개선, Return drag control, 현재 장세 취약도 개선 / 장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""SHY"": 6.0, ""IAU"": 14.0}",REFERENCE_ONLY_CASH_BASELINE,8,0,2,2,0,0,0,0,0,2,2,0,2,0.39,0.4775,-0.01386,-0.014039,-0.01694,-0.017733,-0.00115,-0.001279,0.2,0,2,2,0,0,0,target-scenario hedge did not beat cash-only de-risking in 2 stress case,,,OK_ADV_FLOOR_NO_ORDER_SIZE,cash_baseline_lag|bootstrap_not_robust|return_drag_reference|reference_only,4,Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; Pre-backtest scoring kept the candidate reference-only because of return drag.; Candidate remains reference-only after formal gate checks.,참고용 후보,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock
SHY + DBC,bond|commodity_energy,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock,FAIL,FAIL: 연환산 수익률 훼손 하드 게이트,20.0,,,,,2,grid_scenario_risk,"{""SHY"": 16.0, ""DBC"": 4.0}",max grid objective: status + CVaR/MDD + scenario + Sharpe,0.21748,0.177846,-0.293939,-0.24598,-0.029725,-0.024285,0.381285,0.315425,1.615249,1.604897,-0.000914,-0.000756,0.279977,0.354291,0.76943,0.654896,0.750579,0.631549,0.338346,0.257271,18.224317,16.316235,18.300368,0.000158,-0.074314,0.114534,0.114534,-0.010352,-0.640877,-0.06586,-17.27325,0.11903,0.081075,73595336412.57709,0.479291,0.343703,0.232195,0.397143,0.087981,0.0,0.536989,0.5,FAIL_GATE,연환산 수익률 훼손 하드 게이트,,DQ WARN non-blocking - SHY: fx_missing_warn; DQ WARN non-blocking - DBC: fx_missing_warn,,0.1,0.9,0.341908,0.30492,0.355571,0.351303,-0.036989,-0.004268,0.536989,0.036989,0.0,0.0,scenario_vulnerability_reducer,hedge_candidate,SHY: 기본 포트폴리오 개선 후보 | DBC: 기본 포트폴리오 개선 후보,"장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.",0.406371,"현재 장세 취약도 개선, factor 집중 완화, DQ confidence / 장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""SHY"": 16.0, ""DBC"": 4.0}",REFERENCE_ONLY_CASH_BASELINE,8,0,2,2,0,0,0,0,0,2,2,0,2,0.545,0.6175,0.000682,-0.000347,-0.012338,-0.013091,-0.000166,-0.000177,0.2,0,2,2,0,0,0,target-scenario hedge did not beat cash-only de-risking in 2 stress case,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,fail_gate|cash_baseline_lag|bootstrap_not_robust|liquidity_below_formal,4,Candidate failed a hard gate.; Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; 60-day ADV evidence is missing or below the formal threshold.,기준 미통과,higher_for_longer_long_rate_shock|stagflation_reinflation_energy_shock
IAU + DBC,commodity_energy|gold,stagflation_reinflation_energy_shock,PASS,PASS,20.0,,,,,2,grid_scenario_risk,"{""IAU"": 16.0, ""DBC"": 4.0}",max grid objective: status + CVaR/MDD + scenario + Sharpe,0.21748,0.181351,-0.293939,-0.248473,-0.029725,-0.024696,0.381285,0.341605,1.615249,1.71824,-0.000914,-0.000716,0.279977,0.400937,0.76943,0.660207,0.750579,0.644679,0.338346,0.311228,16.612689,15.467936,16.916806,0.000198,-0.12096,0.109223,0.109223,0.102991,6.376183,-0.03968,-10.406997,0.1059,0.027118,73595336412.57709,0.408251,0.308374,0.30416,0.361965,0.983978,0.0,0.562262,0.5,REFERENCE_ONLY,,annual return drag soft warning,DQ WARN non-blocking - IAU: fx_missing_warn; DQ WARN non-blocking - DBC: fx_missing_warn,,0.1,0.9,0.341908,0.279647,0.355571,0.292736,-0.062262,-0.062835,0.562262,0.062262,0.0,0.0,scenario_vulnerability_reducer,hedge_candidate,IAU: 기본 포트폴리오 개선 후보 | DBC: 기본 포트폴리오 개선 후보,"장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.",0.45169,"Sharpe 개선, Return drag control, 현재 장세 취약도 개선 / 장기금리 부담장, 달러강세/원화약세장, 물가·에너지 재상승장 기준 취약도를 낮추는 후보입니다.","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""IAU"": 16.0, ""DBC"": 4.0}",VALIDATION_THIN,8,0,1,1,0,0,0,0,0,1,1,0,1,0.495,0.495,-0.006258,-0.006258,-0.024892,-0.024892,-0.001077,-0.001077,0.2,0,1,1,0,0,0,target-scenario backtest has only 1 evaluated stress case; 표본 부족,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,validation_thin|cash_baseline_lag|bootstrap_not_robust|liquidity_below_formal|return_drag_reference|reference_only,6,Target stress validation sample is too small for formal use.; Hedge lags a cash-only de-risking baseline in target stress.; Target stress bootstrap confidence is not robust.; 60-day ADV evidence is missing or below the formal threshold.; Pre-backtest scoring kept the candidate reference-only because of return drag.; Candidate remains reference-only after formal gate checks.,참고용 후보,stagflation_reinflation_energy_shock
