date,scenario_code,scenario_name,driver_rank,signal_name,signal_label,metric_type,driver_effect,contribution,raw_value,normalized_value,aligned_value,unit_score
2021-10-26,soft_landing_goldilocks,Soft Landing / Goldilocks,2,usdkrw_ret_20d,USD/KRW 20d return,ret_z,supporting,0.15,-0.01648,-2.659575,2.659575,1.0
2021-10-26,soft_landing_goldilocks,Soft Landing / Goldilocks,3,qqq_ret_20d,QQQ 20d return,ret_z,supporting,0.106789,0.053491,0.854316,0.854316,0.713579
2021-10-27,soft_landing_goldilocks,Soft Landing / Goldilocks,1,spy_ret_20d,SPY 20d return,ret_z,supporting,0.215205,0.044861,1.434701,1.434701,0.858675
2021-10-27,soft_landing_goldilocks,Soft Landing / Goldilocks,2,usdkrw_ret_20d,USD/KRW 20d return,ret_z,supporting,0.15,-0.012851,-2.219283,2.219283,1.0
2021-10-27,soft_landing_goldilocks,Soft Landing / Goldilocks,3,qqq_ret_20d,QQQ 20d return,ret_z,supporting,0.120315,0.057671,0.962521,0.962521,0.74063
2021-10-28,soft_landing_goldilocks,Soft Landing / Goldilocks,1,spy_ret_20d,SPY 20d return,ret_z,supporting,0.3,0.067996,2.460749,2.460749,1.0
2021-10-28,soft_landing_goldilocks,Soft Landing / Goldilocks,2,qqq_ret_20d,QQQ 20d return,ret_z,supporting,0.173442,0.07336,1.387538,1.387538,0.846885
2021-10-28,soft_landing_goldilocks,Soft Landing / Goldilocks,3,usdkrw_ret_20d,USD/KRW 20d return,ret_z,supporting,0.15,-0.013812,-2.245312,2.245312,1.0
2021-10-29,soft_landing_goldilocks,Soft Landing / Goldilocks,1,spy_ret_20d,SPY 20d return,ret_z,supporting,0.287699,0.057595,1.917993,1.917993,0.979498
2021-10-29,soft_landing_goldilocks,Soft Landing / Goldilocks,2,qqq_ret_20d,QQQ 20d return,ret_z,supporting,0.166239,0.071992,1.329915,1.329915,0.832479
2021-10-29,soft_landing_goldilocks,Soft Landing / Goldilocks,3,uup_ret_20d,UUP 20d return,ret_z,supporting,0.061067,-0.000396,-0.81423,0.81423,0.703558
2021-11-01,soft_landing_goldilocks,Soft Landing / Goldilocks,1,spy_ret_20d,SPY 20d return,ret_z,supporting,0.3,0.073255,2.558099,2.558099,1.0
2021-11-01,soft_landing_goldilocks,Soft Landing / Goldilocks,2,qqq_ret_20d,QQQ 20d return,ret_z,supporting,0.25,0.098718,2.045677,2.045677,1.0
2021-11-01,soft_landing_goldilocks,Soft Landing / Goldilocks,3,usdkrw_ret_20d,USD/KRW 20d return,ret_z,supporting,0.102527,-0.004763,-1.367032,1.367032,0.841758
2021-11-02,soft_landing_goldilocks,Soft Landing / Goldilocks,1,spy_ret_20d,SPY 20d return,ret_z,supporting,0.3,0.066497,2.180603,2.180603,1.0
2021-11-02,soft_landing_goldilocks,Soft Landing / Goldilocks,2,qqq_ret_20d,QQQ 20d return,ret_z,supporting,0.215273,0.088617,1.722183,1.722183,0.930546
2021-11-02,soft_landing_goldilocks,Soft Landing / Goldilocks,3,usdkrw_ret_20d,USD/KRW 20d return,ret_z,supporting,0.110069,-0.006091,-1.467591,1.467591,0.866898
2021-11-03,soft_landing_goldilocks,Soft Landing / Goldilocks,1,spy_ret_20d,SPY 20d return,ret_z,supporting,0.3,0.068567,2.208222,2.208222,1.0
2021-11-03,soft_landing_goldilocks,Soft Landing / Goldilocks,2,qqq_ret_20d,QQQ 20d return,ret_z,supporting,0.226466,0.093169,1.811726,1.811726,0.952931
2021-11-03,soft_landing_goldilocks,Soft Landing / Goldilocks,3,usdkrw_ret_20d,USD/KRW 20d return,ret_z,supporting,0.119149,-0.007691,-1.588652,1.588652,0.897163
2021-11-04,soft_landing_goldilocks,Soft Landing / Goldilocks,1,spy_ret_20d,SPY 20d return,ret_z,supporting,0.296566,0.064401,1.977105,1.977105,0.994276
2021-11-04,soft_landing_goldilocks,Soft Landing / Goldilocks,2,qqq_ret_20d,QQQ 20d return,ret_z,supporting,0.234995,0.097116,1.879962,1.879962,0.96999
2021-11-04,soft_landing_goldilocks,Soft Landing / Goldilocks,3,usdkrw_ret_20d,USD/KRW 20d return,ret_z,supporting,0.133253,-0.010106,-1.776707,1.776707,0.944177
